distance_nm,strain
99.80849999999978,0.0010586241908120378
100.16549999999977,0.001056428399970199
100.52249999999977,0.0010551741271720826
100.87949999999977,0.0010525552913295815
101.23649999999975,0.001051983992167493
101.59349999999975,0.0010492189222020502
101.95049999999975,0.0010495000128916967
102.30749999999973,0.0010466029856496077
102.66449999999973,0.0010476649508266217
103.02149999999973,0.0010444382613875927
103.37849999999972,0.0010459967813947438
103.73549999999972,0.0010421137429154376
104.09249999999972,0.0010439020883088773
104.4494999999997,0.0010391047930240827
104.8064999999997,0.0010409973549257788
105.1634999999997,0.0010352409273391642
105.52049999999969,0.0010373799343372648
105.87749999999969,0.0010308769308491892
106.23449999999968,0.0010335986665514258
106.59149999999967,0.0010266926244367526
106.94849999999967,0.0010303705442134305
107.30549999999967,0.0010233138701734978
107.66249999999965,0.0010281453493994565
108.01949999999965,0.0010209386553402535
108.37649999999965,0.0010268493865907254
108.73349999999964,0.0010192259400530757
109.09049999999964,0.0010259236731483907
109.44749999999964,0.0010174812096099004
109.80449999999962,0.0010246441522047854
110.16149999999962,0.0010150541085262481
110.51849999999962,0.00102253330989225
110.8754999999996,0.00101170633635295
111.2324999999996,0.0010196172720402304
111.5894999999996,0.0010077235011992094
111.94649999999959,0.0010164162211009256
112.30349999999959,0.0010037638998432496
112.66049999999959,0.0010136157483361557
113.01749999999957,0.0010004303314649903
113.37449999999957,0.0010116395697345845
113.73149999999957,0.000997902954798871
114.08849999999956,0.001010403152289041
114.44549999999956,0.0009958511286623194
114.80249999999955,0.0010093793562176482
115.15949999999954,0.0009936245954079888
115.51649999999954,0.0010078958530792001
115.87349999999954,0.0009906416694864335
116.23049999999952,0.0010055638148356778
116.58749999999952,0.0009867729475142133
116.94449999999952,0.0010025378276318142
117.3014999999995,0.0009824390885678582
117.6584999999995,0.000999445612770756
118.0154999999995,0.0009783882382856548
118.37249999999949,0.000997041096907946
118.72949999999949,0.0009752699919854083
119.08649999999949,0.00099576702019184
119.44349999999947,0.0009732514906736041
119.80049999999949,0.0009954819484985478
120.15749999999949,0.0009718990519331805
120.5144999999995,0.0009955108788317272
120.87149999999951,0.0009703963186891247
121.22849999999951,0.0009950132567455624
121.58549999999953,0.0009680094548592831
121.94249999999953,0.000993460666100244
122.29949999999954,0.0009644941017814614
122.65649999999955,0.0009909165892581034
123.01349999999955,0.0009602163996491495
123.37049999999957,0.0009879891190882313
123.72749999999957,0.000955947373999645
124.08449999999958,0.0009854914147029937
124.44149999999959,0.0009524268890686847
124.79849999999959,0.000983967594667666
125.1554999999996,0.0009499297405194214
125.5124999999996,0.000983373295522445
125.86949999999962,0.0009481134143235932
126.22649999999962,0.0009831138038319152
126.58349999999963,0.000946238089555581
126.94049999999964,0.0009824096433085204
127.29749999999964,0.0009436189232987383
127.65449999999966,0.000980767005474206
128.01149999999967,0.000940046751980179
128.36849999999967,0.000978287190476939
128.72549999999967,0.0009359385315115612
129.0824999999997,0.0009756327483090007
129.4394999999997,0.0009321215158286563
129.7964999999997,0.0009736590620305645
130.15349999999972,0.0009293648211286066
130.51049999999972,0.0009729131150665126
130.86749999999972,0.0009279191187385102
131.22449999999972,0.0009732875623967467
131.58149999999975,0.0009273442223161553
131.93849999999975,0.0009740512236408459
132.29549999999975,0.0009267340069954519
132.65249999999978,0.0009742294069044149
133.00949999999978,0.0009251953093729673
133.36649999999977,0.0009731167140191789
133.72349999999977,0.0009223282081600567
134.0804999999998,0.0009706602047682593
134.4374999999998,0.0009184540753271261
134.7944999999998,0.0009674914508261099
135.15149999999983,0.0009144399732069582
135.50849999999983,0.000964567764366374
135.86549999999983,0.0009112126127221467
136.22249999999985,0.0009626348342311907
136.57949999999985,0.0009092506232928944
136.93649999999985,0.00096182245482641
137.29349999999985,0.0009083398697062008
137.65049999999988,0.0009615920575150351
138.00749999999988,0.0009077192829723249
138.36449999999988,0.0009610602495567489
138.7214999999999,0.000906536163949793
139.0784999999999,0.0009595204884674534
139.4354999999999,0.0009043576929146618
139.79249999999993,0.0009568685663471027
140.14949999999993,0.0009014456879442841
140.50649999999993,0.0009536833390972616
140.86349999999993,0.0008986277202173843
141.22049999999996,0.0009509051245024546
141.57749999999996,0.0008968305380555603
141.93449999999996,0.0009492953589828792
142.29149999999998,0.0008965462917476873
142.64849999999998,0.0009489856670116176
143.00549999999998,0.0008975264210011739
143.3625,0.0009493596711187991
143.7195,0.000898871514466674
144.0765,0.0009493452948109862
144.4335,0.0008994910845666142
144.79050000000004,0.00094797954660106
145.14750000000004,0.0008986906461788192
145.50450000000004,0.0009449298352250404
145.86150000000006,0.000896549288943304
146.21850000000006,0.0009406734970843592
146.57550000000006,0.00089387703060012
146.93250000000006,0.0009362410781167596
147.2895000000001,0.0008917808426717396
147.6465000000001,0.0009326655366883628
148.0035000000001,0.000891072818068822
148.36050000000012,0.0009304317933742485
148.71750000000011,0.0008918388479084742
149.0745000000001,0.0009292270414195136
149.43150000000014,0.0008934077386150793
149.78850000000014,0.0009281347592539785
150.14550000000014,0.0008947431325131451
150.50250000000014,0.0009261681944764601
150.85950000000017,0.0008950405413404801
151.21650000000017,0.0009228433273725324
151.57350000000017,0.0008941926084217331
151.9305000000002,0.0009184699430984232
152.2875000000002,0.000892865553084948
152.6445000000002,0.0009140031313831772
153.00150000000022,0.0008921452488782401
153.35850000000022,0.0009105306098221744
153.71550000000022,0.0008929350717196715
154.07250000000022,0.0009086654686675038
154.42950000000025,0.0008954321331690754
154.78650000000025,0.0009081844888027291
155.14350000000024,0.0008989828794803554
155.50050000000027,0.000908122826097131
155.85750000000027,0.0009024028329462031
156.21450000000027,0.0009072721735380666
156.5715000000003,0.0009045829022422781
156.9285000000003,0.0009048111913851708
157.2855000000003,0.0009050579117150633
157.6425000000003,0.0009007339913972769
157.99950000000032,0.0009042355814718212
158.35650000000032,0.0008958462159165197
158.71350000000032,0.0009031588891989133
159.07050000000035,0.000891325471263104
159.42750000000035,0.0009029261818561412
159.78450000000035,0.0008880825821582146
160.14150000000035,0.0009040843494995793
160.49850000000038,0.0008862724152856429
160.85550000000038,0.0009063273297507557
161.21250000000038,0.0008852230769351667
161.5695000000004,0.0009086672585657189
161.9265000000004,0.0008838249525962111
162.2835000000004,0.0009099869052446489
162.64050000000043,0.0008811679717697731
162.99750000000043,0.0009096726695310377
163.35450000000043,0.0008770817358733107
163.71150000000043,0.0009079873731376938
164.06850000000045,0.0008722878313252289
164.42550000000045,0.0009059786208530623
164.78250000000045,0.0008680719993854472
165.13950000000048,0.0009049562028400239
165.49650000000048,0.0008656358463344532
165.85350000000048,0.0009058080420401449
166.2105000000005,0.0008654725871538602
166.5675000000005,0.0009085241940629037
166.9245000000005,0.000867105185784899
167.2815000000005,0.0009121853230419561
167.63850000000053,0.0008693256095969046
167.99550000000053,0.0009154205128264555
168.35250000000053,0.0008708092515066303
168.70950000000056,0.0009170966516972169
169.06650000000056,0.0008707862491072674
169.42350000000056,0.0009168810671374324
169.78050000000056,0.0008694176360381687
170.13750000000059,0.0009153790523517268
170.49450000000058,0.0008676739161321647
170.85150000000058,0.0009137699032113168
171.2085000000006,0.0008667781692219678
171.5655000000006,0.0009131345101844339
171.9225000000006,0.0008675113255057481
172.27950000000064,0.0009138356180662028
172.63650000000064,0.0008697541167406516
172.99350000000064,0.0009152863254070147
173.35050000000064,0.0008725150609272328
173.70750000000066,0.0009162348549569799
174.06450000000066,0.000874433890262659
174.42150000000066,0.0009154192986854087
174.7785000000007,0.0008745000045406456
175.1355000000007,0.0009122533919097887
175.4925000000007,0.0008726124934346877
175.84950000000072,0.0009071828812618728
176.20650000000072,0.0008696812555991163
176.56350000000072,0.000901513706004155
176.92050000000071,0.0008672027002279822
177.27750000000074,0.0008967908003388297
177.63450000000074,0.0008665254941384625
177.99150000000074,0.0008940495454954414
178.34850000000077,0.0008681887043072345
178.70550000000077,0.0008933285444154235
179.06250000000077,0.0008716743509634968
179.4195000000008,0.0008936942196894577
179.7765000000008,0.0008757014857834145
180.1335000000008,0.0008937650975817716
180.4905000000008,0.0008789120560300914
180.84750000000082,0.0008924675271855338
181.20450000000082,0.0008805962556261115
181.56150000000082,0.0008896322618951489
181.91850000000085,0.0008810798708067872
182.27550000000085,0.0008861178726421817
182.63250000000085,0.0008815658055178246
182.98950000000085,0.0008833886658029459
183.34650000000087,0.0008835043005097823
183.70350000000087,0.0008827597497739644
184.06050000000087,0.0008878144551433397
184.4175000000009,0.0008846980059615437
184.7745000000009,0.0008943589213826284
185.1315000000009,0.0008885397879946653
185.48850000000093,0.0009019440681661714
185.84550000000092,0.0008927744238860745
186.20250000000092,0.0009088529577902949
186.55950000000092,0.0008957580495788955
186.91650000000095,0.0009136488935006449
187.27350000000095,0.0008965007786903133
187.63050000000095,0.0009158431073633387
187.98750000000098,0.0008951251772766081
188.34450000000098,0.0009160839237545309
188.70150000000098,0.0008927602633202737
189.058500000001,0.0009157707553370613
189.415500000001,0.0008909258356754311
189.772500000001,0.0009162906258560049
190.129500000001,0.0008907207670881165
190.48650000000103,0.0009182657330279208
190.84350000000103,0.0008922287283677933
191.20050000000103,0.0009211972865594639
191.55750000000106,0.0008944481250822167
191.91450000000106,0.0009236930691119752
192.27150000000105,0.0008957887228518606
192.62850000000108,0.0009241697782804646
192.98550000000108,0.0008948885083892812
193.34250000000108,0.0009216783262902769
193.69950000000108,0.0008913393167454986
194.0565000000011,0.0009164340497320133
194.4135000000011,0.000885950425292644
194.7705000000011,0.0009097764830194349
195.12750000000113,0.0008804070353437626
195.48450000000113,0.0009035683197219209
195.84150000000113,0.0008764865385354987
196.19850000000113,0.0008993293938124199
196.55550000000116,0.0008752223856316247
196.91250000000116,0.0008975375700418876
197.26950000000116,0.0008764325153192974
197.6265000000012,0.0008974447587862267
197.9835000000012,0.0008788480893092711
198.34050000000119,0.0008975023876389117
198.6975000000012,0.0008807837733420978
199.0545000000012,0.0008961909983476483
199.4115000000012,0.0008810219074289106
199.7685000000012,0.0008928440059481876
200.12550000000124,0.0008794699643513913
200.48250000000124,0.0008880514893042556
200.83950000000124,0.0008772582950970663
201.19650000000127,0.0008834364628597843
201.55350000000126,0.0008762235129345442
201.91050000000126,0.0008809088553561135
202.2675000000013,0.0008780285684341553
202.6245000000013,0.0008817615718015483
202.9815000000013,0.0008833507866098653
203.3385000000013,0.0008860524676802593
203.69550000000132,0.0008915384319519696
204.05250000000132,0.0008925789475843299
204.40950000000132,0.0009009093818588506
204.76650000000134,0.0008994628906555211
205.12350000000134,0.0009095506597680561
205.48050000000134,0.000905063103511716
205.83750000000137,0.0009162300830339911
206.19450000000137,0.0009087698192871234
206.55150000000137,0.0009209740759436407
206.90850000000137,0.0009112911111987545
207.2655000000014,0.0009250265990141394
207.6225000000014,0.0009142875579142571
207.9795000000014,0.000930205584076722
208.33650000000142,0.0009195301525719158
208.69350000000142,0.0009379687607910204
209.05050000000142,0.000927991034403844
209.40750000000142,0.0009486445265429018
209.76450000000145,0.0009393115879898131
210.12150000000145,0.0009612058120265556
210.47850000000145,0.0009519123050775448
210.83550000000147,0.0009737047648082272
211.19250000000147,0.0009637004011989937
211.54950000000147,0.0009841667448960835
211.9065000000015,0.0009730399165895398
212.2635000000015,0.0009915152930653618
212.6205000000015,0.0009795158976869868
212.9775000000015,0.0009960783716399726
213.33450000000153,0.0009841185250318559
213.69150000000153,0.0009994247206265082
214.04850000000152,0.0009887507132287608
214.40550000000155,0.0010036007109260163
214.76250000000155,0.0009952878983820956
215.11950000000155,0.0010101270671548552
215.47650000000158,0.0010046366583024021
215.83350000000158,0.0010192353578975936
216.19050000000158,0.0010162466184517125
216.54750000000158,0.0010297167739119711
216.9045000000016,0.001028318880323606
217.2615000000016,0.001039465459343642
217.6185000000016,0.001038620770516619
217.97550000000163,0.0010464643901322598
218.33250000000163,0.0010455243346729625
218.68950000000163,0.0010497481549541965
219.04650000000166,0.0010487770385943394
219.40350000000166,0.0010498849476555834
219.76050000000166,0.001049635970990147
220.11750000000166,0.0010487425931386197
220.47450000000168,0.0010502927819834988
220.83150000000168,0.00104863821312165
221.18850000000168,0.0010528506851218465
221.5455000000017,0.0010512642007953145
221.9025000000017,0.0010583305553913574
222.2595000000017,0.0010568940846164615
222.6165000000017,0.0010661747581767157
222.97350000000174,0.001064244770924024
223.33050000000173,0.0010744872084934383
223.68750000000173,0.0010710667769061907
224.04450000000176,0.00108090552784481
224.40150000000176,0.0010751946061453674
224.75850000000176,0.001083705041001435
225.1155000000018,0.001075571715014663
225.4725000000018,0.001082621378539174
225.8295000000018,0.001072770693562326
226.1865000000018,0.0010790042024188796
226.5435000000018,0.001068760338419364
226.9005000000018,0.0010752232976332585
227.2575000000018,0.00106602012243677
227.61450000000184,0.001073594795010182
227.97150000000184,0.0010664052123558886
228.32850000000184,0.0010753185340708234
228.68550000000187,0.0010702833883609096
229.04250000000187,0.0010799173426881716
229.39950000000186,0.0010763463717657325
229.75650000000186,0.001085444530533964
230.1135000000019,0.00108219300264149
230.4705000000019,0.001089375115440103
230.8275000000019,0.0010854262805570097
231.18450000000192,0.0010897786931322831
231.54150000000192,0.0010847649813640536
231.89850000000192,0.0010862363666102035
232.25550000000192,0.0010806575825226283
232.61250000000194,0.001080075621970384
232.96950000000194,0.0010751092377607914
233.32650000000194,0.0010738054963083516
233.68350000000197,0.0010707902900404884
234.04050000000197,0.0010699994033523251
234.39750000000197,0.0010698241677101585
234.754500000002,0.0010701279440237489
